model,protocol,Ticker,n,RMSE,OOS_R2_pct,DirAcc,DM_stat,DM_p,beats_baseline_5pct,significant_bh,significant_bonferroni
ridge_pooled,fixed,GOOGL,751,0.019096675906039428,-0.3991816694269623,0.5432756324900133,1.3281757054814232,0.18452409672949743,False,False,False
ridge_pooled,fixed,META,751,0.023512330187210363,0.13955305235636706,0.5179760319573902,-0.5341438914521827,0.5934002693033862,False,False,False
ridge_pooled,fixed,MSFT,751,0.014566934103536483,-0.23058482044138184,0.5366178428761651,0.652620386054841,0.5142010176736291,False,False,False
ridge_pooled,fixed,NVDA,751,0.03131007445649548,-0.24519116402785812,0.5206391478029294,0.7585030428101248,0.44838817857717883,False,False,False
ridge_pooled,fixed,ORCL,751,0.026749819085421317,0.1290412550915443,0.5366178428761651,-0.5700519931747846,0.5688131509698091,False,False,False
ridge_pooled,fixed,TSLA,751,0.03780623756378448,-0.029173813153193784,0.5019973368841545,0.12040002756096939,0.904198515490553,False,False,False
baseline_ar1,expanding,AAPL,751,0.016185003801355347,-1.272191786854182,0.5166444740346205,1.5274981411277613,0.12705879064106274,False,False,False
baseline_ar1,expanding,AMZN,751,0.020062149464792477,0.09985358404984712,0.5312916111850865,-0.4680860428340841,0.6398590540741345,False,False,False
baseline_ar1,expanding,GOOGL,751,0.01913137288836596,-0.7753078814652481,0.5379494007989347,1.387429920506101,0.16572281196792837,False,False,False
baseline_ar1,expanding,META,751,0.023551429521929578,-0.005706354478896003,0.5565912117177098,0.017981588460796002,0.9856583237022085,False,False,False
baseline_ar1,expanding,MSFT,751,0.014750292259836309,-2.7587348066217876,0.525965379494008,2.0614145578442753,0.03960762580918664,False,False,False
baseline_ar1,expanding,NVDA,751,0.031231566816199697,0.31776761539640264,0.5419440745672437,-0.4938975883212235,0.621523116558901,False,False,False
baseline_ar1,expanding,ORCL,751,0.02686778128510708,-0.7565047218920817,0.4793608521970706,1.0877149444885263,0.27707038860321065,False,False,False
baseline_ar1,expanding,TSLA,751,0.037801235766167375,-0.009006767153230122,0.5193075898801598,0.10217224579941873,0.9186472671113268,False,False,False
baseline_ticker_mean,expanding,AAPL,751,0.016083023668910987,0.0,0.5499334221038615,,,False,False,False
baseline_ticker_mean,expanding,AMZN,751,0.020072173359970413,0.0,0.5339547270306259,,,False,False,False
baseline_ticker_mean,expanding,GOOGL,751,0.019057637846694352,0.0,0.559254327563249,,,False,False,False
baseline_ticker_mean,expanding,META,751,0.02355075758666001,0.0,0.5312916111850865,,,False,False,False
baseline_ticker_mean,expanding,MSFT,751,0.014550946743558595,0.0,0.5432756324900133,,,False,False,False
baseline_ticker_mean,expanding,NVDA,751,0.03128130729455131,0.0,0.5539280958721704,,,False,False,False
